Reporting org,Reporting org type,Provider org,Receiver org,Humanitarian?,Strict?,Transaction type,Transaction direction,Total money
#org+name+reporting,#org+reporting+type,#org+name+provider,#org+name+receiver,#indicator+bool+humanitarian,#indicator+bool+strict,#x_transaction_type,#x_transaction_direction,#value+total
The William and Flora Hewlett Foundation,60,,"International Budget Partnership""",0,0,spending,outgoing,1250000
The William and Flora Hewlett Foundation,60,,"International Development Research Centre""",0,0,commitments,outgoing,1800000
The William and Flora Hewlett Foundation,60,,"International Development Research Centre""",0,0,spending,outgoing,2600000
The William and Flora Hewlett Foundation,60,,"Open Government Partnership Secretariat""",0,0,commitments,outgoing,2000000
The William and Flora Hewlett Foundation,60,,"Open Government Partnership Secretariat""",0,0,spending,outgoing,1000000
The William and Flora Hewlett Foundation,60,,"Positive Money Ltd""",0,0,commitments,outgoing,55000
The William and Flora Hewlett Foundation,60,,"Positive Money Ltd""",0,0,spending,outgoing,55000
The federal government of the United States,10,,(unspecified org),0,0,commitments,outgoing,21871003
The federal government of the United States,10,,(unspecified org),0,0,spending,outgoing,23216919
The federal government of the United States,10,,(unspecified org),0,1,commitments,outgoing,81319792
The federal government of the United States,10,,(unspecified org),0,1,spending,outgoing,4124244
TradeMark East Africa,23,,(unspecified org),0,0,spending,outgoing,3236
TradeMark East Africa,23,,(unspecified org),0,1,spending,outgoing,1994897
Transform Africa,21,,(unspecified org),0,0,spending,outgoing,19485
Transform Africa,21,,Grant provided to Transform Africa for supporting downstream partner YDM in Sierra Leone.,0,0,spending,outgoing,46933
Transform Africa,21,,Grant provided to Transform Africa for supporting downstream partner YDM in Sierra Leone,0,0,spending,outgoing,50906
UK-Med,21,"Foreign, Commonwealth and Development Office",,1,1,spending,incoming,37173
UK-Med,21,,(unspecified org),1,1,spending,outgoing,61799
UN Women,40,Dept of Forgn Afrs Trade & Dev,,0,0,spending,incoming,42347
UN Women,40,GOVERNMENT OF CANADA,,0,1,spending,incoming,40000
UN Women,40,GOVERNMENT OF JAPAN,,0,1,spending,incoming,531795
UN Women,40,GOVERNMENT OF JAPAN,,1,0,spending,incoming,184109
UN Women,40,GOVERNMENT OF NORWAY,,0,1,spending,incoming,993725
UN Women,40,GOVERNMENT OF REPUBLIC OF KOREA,,0,0,spending,incoming,45000
UN Women,40,MPTFO-Spotlight Initiative Fund (SIF00),,0,1,spending,incoming,1441748
UN Women,40,MPTFO-UN COVID-19 Response & Recovery Fund,,0,0,spending,incoming,281089
UN Women,40,MPTFO-UN COVID-19 Response & Recovery Fund,,0,1,spending,incoming,167803
UN Women,40,Multi-Donor Trust Fund Office,,0,1,spending,incoming,163860
UN Women,40,,(unspecified org),0,0,commitments,outgoing,1766256
UN Women,40,,(unspecified org),0,0,spending,outgoing,484406
UN Women,40,,(unspecified org),0,1,commitments,outgoing,3568513
UN Women,40,,(unspecified org),0,1,spending,outgoing,724015
UN Women,40,,(unspecified org),1,0,commitments,outgoing,244307
UN Women,40,,(unspecified org),1,0,spending,outgoing,138383
UN Women,40,Peacebuilding Fund,,0,1,spending,incoming,35516
UN Women,40,UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN),,0,0,spending,incoming,189050
UN Women,40,UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN),,0,1,spending,incoming,188361
UN Women,40,UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN),,1,0,spending,incoming,44504
UN Women,40,UNITED NATIONS DEVELOPMENT PROGRAMME,,0,0,spending,incoming,1119472
"UNOCHA/Central Emergency Response Fund, CERF",40,,Food and Agriculture Organization (FAO),1,0,spending,outgoing,10973377
"UNOCHA/Central Emergency Response Fund, CERF",40,,Food and Agriculture Organization (FAO),1,1,spending,outgoing,9000000
"UNOCHA/Central Emergency Response Fund, CERF",40,,International Organization for Migration (IOM),1,0,spending,outgoing,7049945
"UNOCHA/Central Emergency Response Fund, CERF",40,,International Organization for Migration (IOM),1,1,spending,outgoing,25588129
"UNOCHA/Central Emergency Response Fund, CERF",40,,UN Women,1,0,spending,outgoing,1375069
"UNOCHA/Central Emergency Response Fund, CERF",40,,UN Women,1,1,spending,outgoing,307275
"UNOCHA/Central Emergency Response Fund, CERF",40,,UN-Habitat,1,0,spending,outgoing,999990
"UNOCHA/Central Emergency Response Fund, CERF",40,,UN-Habitat,1,1,spending,outgoing,49996
"UNOCHA/Central Emergency Response Fund, CERF",40,,United Nations Children's Fund (UNICEF),1,0,spending,outgoing,40605840
"UNOCHA/Central Emergency Response Fund, CERF",40,,United Nations Children's Fund (UNICEF),1,1,spending,outgoing,25528692
"UNOCHA/Central Emergency Response Fund, CERF",40,,United Nations Development Programme (UNDP),1,1,spending,outgoing,3061880
"UNOCHA/Central Emergency Response Fund, CERF",40,,United Nations High Commissioner for Refugees - UNHCR,1,0,spending,outgoing,2500000
"UNOCHA/Central Emergency Response Fund, CERF",40,,United Nations High Commissioner for Refugees - UNHCR,1,1,spending,outgoing,9643178
"UNOCHA/Central Emergency Response Fund, CERF",40,,United Nations Population Fund,1,0,spending,outgoing,10579001
"UNOCHA/Central Emergency Response Fund, CERF",40,,United Nations Population Fund,1,1,spending,outgoing,4840003
"UNOCHA/Central Emergency Response Fund, CERF",40,,World Food Programme,1,0,spending,outgoing,3174996
"UNOCHA/Central Emergency Response Fund, CERF",40,,World Food Programme,1,1,spending,outgoing,47148971
"UNOCHA/Central Emergency Response Fund, CERF",40,,World Health Organization (WHO),1,0,spending,outgoing,18570134
"UNOCHA/Central Emergency Response Fund, CERF",40,,World Health Organization (WHO),1,1,spending,outgoing,22499234
Unitaid,40,,(unspecified org),0,1,spending,outgoing,172532
Unitaid,40,,Barcelona Institute for Global Health (ISGLOBAL),0,0,spending,outgoing,1264228
Unitaid,40,,Barcelona Institute for Global Health (ISGlobal),0,0,spending,outgoing,4610001
Unitaid,40,,Foundation for Innovative New Diagnostics (FIND),0,0,spending,outgoing,5162594
Unitaid,40,,Foundation for Innovative New Diagnostic,0,0,spending,outgoing,2000000
Unitaid,40,,ISGLOBAL,0,0,spending,outgoing,600000
Unitaid,40,,Institut Bouisson Bertrand (IBB),0,0,spending,outgoing,315000
Unitaid,40,,MTV Staying Alive Foundation,0,0,spending,outgoing,300000
Unitaid,40,,PATH,0,0,spending,outgoing,1371000
Unitaid,40,,Partners in Health,0,0,spending,outgoing,1453609
Unitaid,40,,Program for Appropriate Technology in Health,0,0,spending,outgoing,634786
Unitaid,40,,Staying Alive Foundation MTV Shuga,0,0,spending,outgoing,945000
Unitaid,40,,Staying Alive Foundation,0,0,spending,outgoing,802000
Unitaid,40,,Stichting Wemos,0,0,spending,outgoing,139067
Unitaid,40,,UNICEF,0,1,spending,outgoing,4000000
Unitaid,40,,University of New South Wales on behalf of the Kirby Institute,0,0,spending,outgoing,219232
Unitaid,40,,University of New South Wales,0,0,spending,outgoing,935000
Unitaid,40,,WEMOS,0,0,spending,outgoing,558000
Unitaid,40,,Wemos,0,0,commitments,outgoing,697067
United Nations Children's Fund (UNICEF),40,Andalucia,,1,1,spending,incoming,360665
United Nations Children's Fund (UNICEF),40,Asian Development Bank,,1,0,spending,incoming,314
United Nations Children's Fund (UNICEF),40,Asian Development Bank,,1,1,spending,incoming,5617899
United Nations Children's Fund (UNICEF),40,Australia,,0,1,spending,incoming,252004
United Nations Children's Fund (UNICEF),40,Australia,,1,0,spending,incoming,1501939
United Nations Children's Fund (UNICEF),40,Australia,,1,1,spending,incoming,719018
United Nations Children's Fund (UNICEF),40,Bangladesh,,1,1,spending,incoming,10050873
United Nations Children's Fund (UNICEF),40,Belize,,1,1,spending,incoming,1368
United Nations Children's Fund (UNICEF),40,British Government (DFID),,0,0,spending,incoming,522
United Nations Children's Fund (UNICEF),40,British Government (DFID),,1,0,spending,incoming,250014
United Nations Children's Fund (UNICEF),40,British Government (DFID),,1,1,spending,incoming,6090974
United Nations Children's Fund (UNICEF),40,Canada,,1,0,spending,incoming,1022077
United Nations Children's Fund (UNICEF),40,Canada,,1,1,spending,incoming,200000
United Nations Children's Fund (UNICEF),40,Consolidated Funds from NatComs,,1,1,spending,incoming,323211
United Nations Children's Fund (UNICEF),40,Danish Committee for UNICEF,,1,0,spending,incoming,5838
United Nations Children's Fund (UNICEF),40,Dominican Republic,,1,1,spending,incoming,2103332
United Nations Children's Fund (UNICEF),40,Education Cannot Wait Fund,,0,1,spending,incoming,4080
United Nations Children's Fund (UNICEF),40,European Commission / ECHO,,0,1,spending,incoming,296160
United Nations Children's Fund (UNICEF),40,European Commission / ECHO,,1,0,spending,incoming,2769
United Nations Children's Fund (UNICEF),40,European Commission / ECHO,,1,1,spending,incoming,997542
United Nations Children's Fund (UNICEF),40,European Commission/EC,,0,0,spending,incoming,422
United Nations Children's Fund (UNICEF),40,European Commission/EC,,0,1,spending,incoming,1945000
United Nations Children's Fund (UNICEF),40,European Commission/EC,,1,0,spending,incoming,3080204
United Nations Children's Fund (UNICEF),40,European Commission/EC,,1,1,spending,incoming,6247220
United Nations Children's Fund (UNICEF),40,FAO - Italy,,1,0,spending,incoming,9926
United Nations Children's Fund (UNICEF),40,GAVI The Vaccine Alliance,,1,0,spending,incoming,954
United Nations Children's Fund (UNICEF),40,GAVI The Vaccine Alliance,,1,1,spending,incoming,6581943
United Nations Children's Fund (UNICEF),40,German Committee for UNICEF,,1,1,spending,incoming,97723
United Nations Children's Fund (UNICEF),40,Germany,,0,1,spending,incoming,1248159
United Nations Children's Fund (UNICEF),40,Germany,,1,0,spending,incoming,1379073
United Nations Children's Fund (UNICEF),40,Germany,,1,1,spending,incoming,16240627
United Nations Children's Fund (UNICEF),40,Global - Child Protection,,0,1,spending,incoming,5475
United Nations Children's Fund (UNICEF),40,Global - Child Protection,,1,0,spending,incoming,21138
United Nations Children's Fund (UNICEF),40,Global - Child Protection,,1,1,spending,incoming,89375
United Nations Children's Fund (UNICEF),40,Global - Education,,1,0,spending,incoming,256731
United Nations Children's Fund (UNICEF),40,Global - Education,,1,1,spending,incoming,380076
United Nations Children's Fund (UNICEF),40,Global - HIV and AIDS,,1,1,spending,incoming,4475
United Nations Children's Fund (UNICEF),40,Global - Nutrition,,0,1,spending,incoming,12874
United Nations Children's Fund (UNICEF),40,Global - Nutrition,,1,0,spending,incoming,3688
United Nations Children's Fund (UNICEF),40,Global - Nutrition,,1,1,spending,incoming,3240
United Nations Children's Fund (UNICEF),40,Global - Social Inclusion,,1,0,spending,incoming,15893
United Nations Children's Fund (UNICEF),40,Global - Social Inclusion,,1,1,spending,incoming,530
United Nations Children's Fund (UNICEF),40,Global - Thematic Humanitarian Resp,,0,0,spending,incoming,600000
United Nations Children's Fund (UNICEF),40,Global - Thematic Humanitarian Resp,,0,1,spending,incoming,681009
United Nations Children's Fund (UNICEF),40,Global - Thematic Humanitarian Resp,,1,0,spending,incoming,1357196
United Nations Children's Fund (UNICEF),40,Global - Thematic Humanitarian Resp,,1,1,spending,incoming,4905196
United Nations Children's Fund (UNICEF),40,Global - Water Sanitation & Hygiene,,0,0,spending,incoming,30
United Nations Children's Fund (UNICEF),40,Global - Water Sanitation & Hygiene,,1,0,spending,incoming,136111
United Nations Children's Fund (UNICEF),40,Global - Water Sanitation & Hygiene,,1,1,spending,incoming,193381
United Nations Children's Fund (UNICEF),40,Global Partnership for Education,,0,1,spending,incoming,8929722
United Nations Children's Fund (UNICEF),40,Global Partnership for Education,,1,0,spending,incoming,377
United Nations Children's Fund (UNICEF),40,Global Partnership for Education,,1,1,spending,incoming,585645
United Nations Children's Fund (UNICEF),40,Government of Afghanistan,,0,1,spending,incoming,26998303
United Nations Children's Fund (UNICEF),40,Int'l Organization for Migration,,1,1,spending,incoming,43381
United Nations Children's Fund (UNICEF),40,Ireland,,1,0,spending,incoming,544110
United Nations Children's Fund (UNICEF),40,Japan Committee for UNICEF,,1,0,spending,incoming,24665
United Nations Children's Fund (UNICEF),40,Japan,,0,0,spending,incoming,153963
United Nations Children's Fund (UNICEF),40,Japan,,0,1,spending,incoming,259926
United Nations Children's Fund (UNICEF),40,Japan,,1,0,spending,incoming,4508606
United Nations Children's Fund (UNICEF),40,Japan,,1,1,spending,incoming,14800144
United Nations Children's Fund (UNICEF),40,KfW - Germany,,1,0,spending,incoming,2607829
United Nations Children's Fund (UNICEF),40,KfW - Germany,,1,1,spending,incoming,13559217
United Nations Children's Fund (UNICEF),40,Korean Committee for UNICEF,,1,1,spending,incoming,1634
United Nations Children's Fund (UNICEF),40,Liberia,,1,1,spending,incoming,485245
United Nations Children's Fund (UNICEF),40,Liechtenstein,,1,1,spending,incoming,59889
United Nations Children's Fund (UNICEF),40,Luxembourg,,0,0,spending,incoming,566017
United Nations Children's Fund (UNICEF),40,MOH - Tajikistan,,1,1,spending,incoming,-74
United Nations Children's Fund (UNICEF),40,Mongolia,,1,1,spending,incoming,1530510
United Nations Children's Fund (UNICEF),40,Netherlands Committee for UNICEF,,1,1,spending,incoming,39145
United Nations Children's Fund (UNICEF),40,Netherlands,,1,0,spending,incoming,111305
United Nations Children's Fund (UNICEF),40,New Zealand Committee for UNICEF,,1,1,spending,incoming,39333
United Nations Children's Fund (UNICEF),40,,(unspecified org),0,0,commitments,outgoing,2366413
United Nations Children's Fund (UNICEF),40,,(unspecified org),0,0,spending,outgoing,2267016
United Nations Children's Fund (UNICEF),40,,(unspecified org),0,1,commitments,outgoing,47507319
United Nations Children's Fund (UNICEF),40,,(unspecified org),0,1,spending,outgoing,33263711
United Nations Children's Fund (UNICEF),40,,(unspecified org),1,0,commitments,outgoing,24628076
United Nations Children's Fund (UNICEF),40,,(unspecified org),1,0,spending,outgoing,17642855
United Nations Children's Fund (UNICEF),40,,(unspecified org),1,1,commitments,outgoing,124849254
United Nations Children's Fund (UNICEF),40,,(unspecified org),1,1,spending,outgoing,76258203
United Nations Children's Fund (UNICEF),40,Norway,,1,0,spending,incoming,82370
United Nations Children's Fund (UNICEF),40,Norwegian Committee for UNICEF,,1,1,spending,incoming,27664
United Nations Children's Fund (UNICEF),40,PSFR - consolidated pool funding,,0,1,spending,incoming,10858
United Nations Children's Fund (UNICEF),40,PSFR - consolidated pool funding,,1,0,spending,incoming,17245
United Nations Children's Fund (UNICEF),40,PSFR - consolidated pool funding,,1,1,spending,incoming,1341
United Nations Children's Fund (UNICEF),40,Republic of Korea,,0,1,spending,incoming,90727
United Nations Children's Fund (UNICEF),40,Republic of Korea,,1,0,spending,incoming,55840
United Nations Children's Fund (UNICEF),40,Republic of Korea,,1,1,spending,incoming,2021800
United Nations Children's Fund (UNICEF),40,Romania,,1,1,spending,incoming,16411
United Nations Children's Fund (UNICEF),40,SIDA - Sweden,,1,0,spending,incoming,20248
United Nations Children's Fund (UNICEF),40,SIDA - Sweden,,1,1,spending,incoming,2347049
United Nations Children's Fund (UNICEF),40,Spanish Committee for UNICEF,,1,0,spending,incoming,7282
United Nations Children's Fund (UNICEF),40,Spanish Committee for UNICEF,,1,1,spending,incoming,12489
United Nations Children's Fund (UNICEF),40,Swedish Committee for UNICEF,,1,1,spending,incoming,32111
United Nations Children's Fund (UNICEF),40,Swiss Committee for UNICEF,,0,0,spending,incoming,63
United Nations Children's Fund (UNICEF),40,Swiss Committee for UNICEF,,1,0,spending,incoming,9668
United Nations Children's Fund (UNICEF),40,Switzerland,,1,1,spending,incoming,792780
United Nations Children's Fund (UNICEF),40,The United Kingdom,,1,0,spending,incoming,126290
United Nations Children's Fund (UNICEF),40,The United Kingdom,,1,1,spending,incoming,278655
United Nations Children's Fund (UNICEF),40,UK Foreign and Commonwealth Office,,1,1,spending,incoming,17749
United Nations Children's Fund (UNICEF),40,UNAIDS,,1,1,spending,incoming,32896
United Nations Children's Fund (UNICEF),40,UNDP - MDTF,,0,0,spending,incoming,480108
United Nations Children's Fund (UNICEF),40,UNDP - MDTF,,0,1,spending,incoming,1650780
United Nations Children's Fund (UNICEF),40,UNDP - MDTF,,1,0,spending,incoming,2727
United Nations Children's Fund (UNICEF),40,UNDP - MDTF,,1,1,spending,incoming,892102
United Nations Children's Fund (UNICEF),40,UNICEF (FOR GR ALLOCATIONS ONLY),,0,0,spending,incoming,84822
United Nations Children's Fund (UNICEF),40,UNICEF (FOR GR ALLOCATIONS ONLY),,0,1,spending,incoming,380416
United Nations Children's Fund (UNICEF),40,UNICEF (FOR GR ALLOCATIONS ONLY),,1,0,spending,incoming,454149
United Nations Children's Fund (UNICEF),40,UNICEF (FOR GR ALLOCATIONS ONLY),,1,1,spending,incoming,9592147
United Nations Children's Fund (UNICEF),40,UNICEF - Kyrgyzstan,,1,0,spending,incoming,238
United Nations Children's Fund (UNICEF),40,UNICEF Ireland,,1,0,spending,incoming,182342
United Nations Children's Fund (UNICEF),40,UNICEF-Argentina,,0,0,spending,incoming,4601
United Nations Children's Fund (UNICEF),40,UNICEF-Belarus,,1,1,spending,incoming,177775
United Nations Children's Fund (UNICEF),40,UNICEF-Brazil,,1,0,spending,incoming,142024
United Nations Children's Fund (UNICEF),40,UNICEF-Colombia,,1,1,spending,incoming,18341
United Nations Children's Fund (UNICEF),40,UNICEF-Dominican Republic,,1,1,spending,incoming,220600
United Nations Children's Fund (UNICEF),40,UNICEF-India,,1,0,spending,incoming,356822
United Nations Children's Fund (UNICEF),40,UNICEF-India,,1,1,spending,incoming,774881
United Nations Children's Fund (UNICEF),40,UNICEF-Mexico,,1,1,spending,incoming,970813
United Nations Children's Fund (UNICEF),40,UNICEF-SINGAPORE,,1,1,spending,incoming,351852
United Nations Children's Fund (UNICEF),40,UNICEF-Serbia,,0,0,spending,incoming,16356
United Nations Children's Fund (UNICEF),40,UNICEF-United Arab Emirates,,1,0,spending,incoming,111329
United Nations Children's Fund (UNICEF),40,UNOCHA,,0,1,spending,incoming,955644
United Nations Children's Fund (UNICEF),40,UNOCHA,,1,0,spending,incoming,176544
United Nations Children's Fund (UNICEF),40,UNOCHA,,1,1,spending,incoming,20745
United Nations Children's Fund (UNICEF),40,UNOPS - New York,,1,1,spending,incoming,204534
United Nations Children's Fund (UNICEF),40,USA (State) BPRM,,1,0,spending,incoming,3460217
United Nations Children's Fund (UNICEF),40,USA (State) BPRM,,1,1,spending,incoming,7968653
United Nations Children's Fund (UNICEF),40,USA (USAID) OFDA,,0,1,spending,incoming,63281
United Nations Children's Fund (UNICEF),40,USA (USAID) OFDA,,1,0,spending,incoming,27218
United Nations Children's Fund (UNICEF),40,USA CDC,,1,1,spending,incoming,356557
United Nations Children's Fund (UNICEF),40,USA USAID,,0,0,spending,incoming,445936
United Nations Children's Fund (UNICEF),40,USA USAID,,0,1,spending,incoming,203889
United Nations Children's Fund (UNICEF),40,USA USAID,,1,0,spending,incoming,1074164
United Nations Children's Fund (UNICEF),40,USA USAID,,1,1,spending,incoming,3354073
United Nations Children's Fund (UNICEF),40,United Kingdom Committee for UNICEF,,1,0,spending,incoming,162347
United Nations Children's Fund (UNICEF),40,United Kingdom Committee for UNICEF,,1,1,spending,incoming,607732
United Nations Children's Fund (UNICEF),40,United Nations Joint Programme,,1,1,spending,incoming,30003
United Nations Children's Fund (UNICEF),40,United States Fund for UNICEF,,0,0,spending,incoming,13573
United Nations Children's Fund (UNICEF),40,United States Fund for UNICEF,,1,0,spending,incoming,1293675
United Nations Children's Fund (UNICEF),40,United States Fund for UNICEF,,1,1,spending,incoming,1119264
United Nations Children's Fund (UNICEF),40,World Bank - Washington D.C.,,0,1,spending,incoming,3519012
United Nations Children's Fund (UNICEF),40,World Bank - Washington D.C.,,1,0,spending,incoming,24580
United Nations Children's Fund (UNICEF),40,World Bank - Washington D.C.,,1,1,spending,incoming,255500
United Nations Development Programme (UNDP),40,A.P.Moller-Maersk A/S,,0,1,commitments,incoming,200000
United Nations Development Programme (UNDP),40,A.P.Moller-Maersk A/S,,0,1,spending,incoming,200000
United Nations Development Programme (UNDP),40,AD Production Advertisement and Music Produce Joint Stock Co,,1,1,spending,incoming,4017
United Nations Development Programme (UNDP),40,AFD,,0,1,commitments,incoming,790528
United Nations Development Programme (UNDP),40,AFD,,0,1,spending,incoming,449582
United Nations Development Programme (UNDP),40,AGENCIA CATALANA DE COOP AL DE,,1,1,commitments,incoming,566380
United Nations Development Programme (UNDP),40,AGENCIA CATALANA DE COOP AL DE,,1,1,spending,incoming,343045
United Nations Development Programme (UNDP),40,AGENCIA ESPANOLA DE COOPERACION INTERNACIONAL,,0,1,commitments,incoming,1108717
United Nations Development Programme (UNDP),40,AGENCIA ESPANOLA DE COOPERACION INTERNACIONAL,,0,1,spending,incoming,1113987
United Nations Development Programme (UNDP),40,AJUNTAMENT DE BARCELONA,,1,1,commitments,incoming,572
United Nations Development Programme (UNDP),40,ALCALDIA DE CHIA,,0,0,commitments,incoming,194
United Nations Development Programme (UNDP),40,ARAB GULF PROGRAMME FOR UN DEVELOPMENT,,0,1,commitments,incoming,102000
United Nations Development Programme (UNDP),40,ARAB GULF PROGRAMME FOR UN DEVELOPMENT,,0,1,spending,incoming,100000
United Nations Development Programme (UNDP),40,ARG-GOBIERNO,,0,1,commitments,incoming,89084
United Nations Development Programme (UNDP),40,ARM-GOVERNMENT,,0,1,commitments,incoming,1179724
United Nations Development Programme (UNDP),40,ARM-GOVERNMENT,,0,1,spending,incoming,1179724
United Nations Development Programme (UNDP),40,ASIAN DEVELOPMENT BANK,,0,0,commitments,incoming,500000
United Nations Development Programme (UNDP),40,ASIAN DEVELOPMENT BANK,,0,0,spending,incoming,1000000
United Nations Development Programme (UNDP),40,AYUDA EN ACCION MEXICO,,0,0,commitments,incoming,144506
United Nations Development Programme (UNDP),40,AZE-GOVERNMENT,,0,1,commitments,incoming,7703365
United Nations Development Programme (UNDP),40,AZE-GOVERNMENT,,0,1,spending,incoming,2388711
United Nations Development Programme (UNDP),40,"Affaires étrangères, Commerce et Développement Canada (MAECD)",,0,0,commitments,incoming,29574
United Nations Development Programme (UNDP),40,"Affaires étrangères, Commerce et Développement Canada (MAECD)",,0,0,spending,incoming,29575
United Nations Development Programme (UNDP),40,"Affaires étrangères, Commerce et Développement Canada (MAECD)",,0,1,commitments,incoming,17022120
United Nations Development Programme (UNDP),40,"Affaires étrangères, Commerce et Développement Canada (MAECD)",,0,1,spending,incoming,8254451
United Nations Development Programme (UNDP),40,"Affaires étrangères, Commerce et Développement Canada (MAECD)",,1,1,commitments,incoming,6790701
United Nations Development Programme (UNDP),40,"Affaires étrangères, Commerce et Développement Canada (MAECD)",,1,1,spending,incoming,487109
United Nations Development Programme (UNDP),40,African Development Bank Group,,0,1,commitments,incoming,39204
United Nations Development Programme (UNDP),40,African Development Bank Group,,1,1,commitments,incoming,1673
United Nations Development Programme (UNDP),40,"Al-Kuraimi Islamic Microfinance Bank, Yemen",,1,1,commitments,incoming,594059
United Nations Development Programme (UNDP),40,"Al-Kuraimi Islamic Microfinance Bank, Yemen",,1,1,spending,incoming,594059
United Nations Development Programme (UNDP),40,Aliko Dangote Foundation (ADF),,0,1,commitments,incoming,3992317
United Nations Development Programme (UNDP),40,Aliko Dangote Foundation (ADF),,0,1,spending,incoming,3870468
United Nations Development Programme (UNDP),40,Anadarko Algeria Company LLC,,0,1,commitments,incoming,100000
United Nations Development Programme (UNDP),40,Anadarko Algeria Company LLC,,0,1,spending,incoming,100000
United Nations Development Programme (UNDP),40,Andalusian Agency for International Cooperation for Development,,1,1,commitments,incoming,310433
United Nations Development Programme (UNDP),40,Area Metropolitana de Barcelona,,1,1,commitments,incoming,1918
United Nations Development Programme (UNDP),40,Asociación de Administradoras de Fondos de Pensiones de la República Dominicana,,1,1,commitments,incoming,241468
United Nations Development Programme (UNDP),40,Asociación de Administradoras de Fondos de Pensiones de la República Dominicana,,1,1,spending,incoming,227740
United Nations Development Programme (UNDP),40,Asociación de Bancos Privados de Bolivia,,1,1,commitments,incoming,1717097
United Nations Development Programme (UNDP),40,Asociación de Bancos Privados de Bolivia,,1,1,spending,incoming,1717096
United Nations Development Programme (UNDP),40,Australian Aid,,0,1,commitments,incoming,9572237
United Nations Development Programme (UNDP),40,Australian Aid,,0,1,spending,incoming,8534590
United Nations Development Programme (UNDP),40,Australian Aid,,1,1,commitments,incoming,1611560
United Nations Development Programme (UNDP),40,Australian Aid,,1,1,spending,incoming,1607257
United Nations Development Programme (UNDP),40,Austrian Development Agency,,0,0,commitments,incoming,284091
United Nations Development Programme (UNDP),40,Austrian Development Agency,,0,0,spending,incoming,284091
United Nations Development Programme (UNDP),40,Austrian Development Agency,,0,1,commitments,incoming,4093914
United Nations Development Programme (UNDP),40,Austrian Development Agency,,0,1,spending,incoming,729561
United Nations Development Programme (UNDP),40,Austrian Development Agency,,1,1,commitments,incoming,320058
United Nations Development Programme (UNDP),40,Austrian Development Agency,,1,1,spending,incoming,275938
United Nations Development Programme (UNDP),40,BAR-GOVERNMENT OF DOMINICA,,0,1,commitments,incoming,30439297
United Nations Development Programme (UNDP),40,BAR-GOVERNMENT OF DOMINICA,,0,1,spending,incoming,21877000
United Nations Development Programme (UNDP),40,BMCE Bank of Africa,,1,1,commitments,incoming,49726
United Nations Development Programme (UNDP),40,BMCE Bank of Africa,,1,1,spending,incoming,49726
United Nations Development Programme (UNDP),40,BOL-MINISTERIO DE SALUD Y PREV,,1,1,commitments,incoming,9552111
United Nations Development Programme (UNDP),40,BOL-MINISTERIO DE SALUD Y PREV,,1,1,spending,incoming,11943652
United Nations Development Programme (UNDP),40,BRA - PACTO GLOBAL,,0,1,commitments,incoming,2021922
United Nations Development Programme (UNDP),40,BRA - PACTO GLOBAL,,0,1,spending,incoming,494136
United Nations Development Programme (UNDP),40,"BRA- MDR Fund to Support the Recovery of Economic Activity, after Covid19.",,0,1,commitments,incoming,3673155
United Nations Development Programme (UNDP),40,"BRA- MDR Fund to Support the Recovery of Economic Activity, after Covid19.",,0,1,spending,incoming,3300653
United Nations Development Programme (UNDP),40,Bill and Melinda Gates Foundation,,0,1,commitments,incoming,1000000
United Nations Development Programme (UNDP),40,Bill and Melinda Gates Foundation,,0,1,spending,incoming,1000000
United Nations Development Programme (UNDP),40,Bill and Melinda Gates Foundation,,1,1,commitments,incoming,827106
United Nations Development Programme (UNDP),40,Bill and Melinda Gates Foundation,,1,1,spending,incoming,2061803
United Nations Development Programme (UNDP),40,Bolsa Boliviana de Valores,,1,1,commitments,incoming,49414
United Nations Development Programme (UNDP),40,Bolsa Boliviana de Valores,,1,1,spending,incoming,49414
United Nations Development Programme (UNDP),40,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),,0,0,commitments,incoming,4721187
United Nations Development Programme (UNDP),40,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),,0,0,spending,incoming,4789460
United Nations Development Programme (UNDP),40,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),,0,1,commitments,incoming,34158557
United Nations Development Programme (UNDP),40,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),,0,1,spending,incoming,32511226
United Nations Development Programme (UNDP),40,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),,1,1,commitments,incoming,66109118
United Nations Development Programme (UNDP),40,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),,1,1,spending,incoming,27986098
United Nations Development Programme (UNDP),40,CENTRAL AMER BANK FOR EOCNOMIC INTEGRATION,,0,1,commitments,incoming,1006503
United Nations Development Programme (UNDP),40,CENTRAL AMER BANK FOR EOCNOMIC INTEGRATION,,0,1,spending,incoming,1006504
United Nations Development Programme (UNDP),40,CHI-MINISTERIO DE PLANIFICACIO,,0,1,commitments,incoming,534147
United Nations Development Programme (UNDP),40,CHI-MINISTERIO DE PLANIFICACIO,,0,1,spending,incoming,95777
